company,client,method,from,to,sample_size,con,lab,ld,ukip,grn,snp,pdf
Populus,,,,2013-10-10,,0.34,0.39,0.12,0.08,,,
YouGov,Sunday Times,,,2013-10-11,,0.34,0.39,0.09,0.11,,,
Survation,Mail on Sunday,,,2013-10-11,,0.27,0.37,0.11,0.18,,,
ICM,Guardian,,,2013-10-13,,0.34,0.38,0.12,0.08,,,
Populus,,,,2013-10-13,,0.34,0.39,0.12,0.08,,,
Kantar TNS,,,,2013-10-14,,0.34,0.36,0.09,0.13,,,
YouGov,Sun,,,2013-10-14,,0.37,0.38,0.1,0.1,,,
YouGov,Sun,,,2013-10-15,,0.34,0.39,0.09,0.11,,,
Ipsos MORI,Evening Standard,,,2013-10-15,,0.35,0.35,0.09,0.1,,,
YouGov,Sun,,,2013-10-16,,0.35,0.39,0.08,0.12,,,
YouGov,Sun,,,2013-10-17,,0.34,0.4,0.09,0.11,,,
Populus,,,,2013-10-17,,0.33,0.39,0.12,0.09,,,
YouGov,Sunday Times,,,2013-10-18,,0.33,0.39,0.1,0.11,,,
ComRes,Independent on Sunday,,,2013-10-18,,0.32,0.35,0.09,0.16,,,
Opinium,Observer,,,2013-10-18,,0.27,0.38,0.09,0.17,,,
Populus,,,,2013-10-19,,0.34,0.37,0.14,0.08,,,
Survation,Free Speech Network,,,2013-10-21,,0.29,0.37,0.1,0.16,,,
YouGov,Sun,,,2013-10-21,,0.33,0.38,0.09,0.13,,,
YouGov,Sun,,,2013-10-22,,0.32,0.4,0.1,0.13,,,
YouGov,Sun,,,2013-10-23,,0.32,0.39,0.09,0.11,,,
YouGov,Sun,,,2013-10-24,,0.32,0.38,0.1,0.13,,,
Populus,,,,2013-10-24,,0.34,0.39,0.11,0.1,,,
YouGov,Sunday Times,,,2013-10-25,,0.33,0.39,0.09,0.12,,,
Survation,Mail on Sunday,,,2013-10-25,,0.29,0.35,0.12,0.17,,,
ComRes,Independent,,,2013-10-27,,0.28,0.36,0.11,0.12,,,
Populus,,,,2013-10-27,,0.33,0.38,0.12,0.09,,,
YouGov,Sun,,,2013-10-28,,0.31,0.4,0.09,0.12,,,
YouGov,Sun,,,2013-10-29,,0.33,0.39,0.1,0.11,,,
YouGov,Sun,,,2013-10-30,,0.33,0.4,0.08,0.11,,,
YouGov,Sun,,,2013-10-31,,0.35,0.39,0.09,0.1,,,
Populus,,,,2013-10-31,,0.33,0.4,0.11,0.09,,,
YouGov,Sunday Times,,,2013-11-01,,0.32,0.41,0.08,0.12,,,
Opinium,Observer,,,2013-11-01,,0.31,0.37,0.07,0.16,,,
Populus,,,,2013-11-03,,0.34,0.39,0.1,0.1,,,
YouGov,Sun,,,2013-11-04,,0.33,0.4,0.09,0.12,,,
YouGov,Sun,,,2013-11-05,,0.34,0.4,0.08,0.11,,,
YouGov,Sun,,,2013-11-06,,0.33,0.4,0.09,0.12,,,
YouGov,Sun,,,2013-11-07,,0.33,0.39,0.1,0.11,,,
Populus,,,,2013-11-07,,0.32,0.39,0.12,0.09,,,
YouGov,Sunday Times,,,2013-11-08,,0.34,0.39,0.1,0.11,,,
ICM,Guardian,,,2013-11-10,,0.3,0.38,0.13,0.11,,,
Populus,,,,2013-11-10,,0.31,0.39,0.11,0.1,,,
Kantar TNS,,,,2013-11-11,,0.3,0.38,0.08,0.12,,,
Ipsos MORI,Evening Standard,,,2013-11-11,,0.32,0.38,0.08,0.08,,,
YouGov,Sun,,,2013-11-11,,0.33,0.4,0.09,0.11,,,
YouGov,Sun,,,2013-11-12,,0.32,0.42,0.08,0.1,,,
YouGov,Sun,,,2013-11-13,,0.31,0.39,0.09,0.13,,,
YouGov,Sun,,,2013-11-14,,0.32,0.4,0.1,0.13,,,
Populus,,,,2013-11-14,,0.31,0.4,0.11,0.1,,,
Opinium,Observer,,,2013-11-14,,0.28,0.37,0.09,0.16,,,
YouGov,Sunday Times,,,2013-11-15,,0.33,0.39,0.1,0.12,,,
ComRes,Independent on Sunday,,,2013-11-15,,0.29,0.35,0.1,0.17,,,
Populus,,,,2013-11-17,,0.32,0.41,0.1,0.09,,,
YouGov,Sun,,,2013-11-18,,0.32,0.39,0.11,0.12,,,
YouGov,Sun,,,2013-11-19,,0.34,0.38,0.1,0.11,,,
YouGov,Sun,,,2013-11-20,,0.32,0.4,0.09,0.12,,,
YouGov,Sun,,,2013-11-21,,0.32,0.39,0.1,0.12,,,
Populus,,,,2013-11-21,,0.33,0.38,0.11,0.11,,,
YouGov,Sunday Times,,,2013-11-22,,0.33,0.4,0.09,0.11,,,
Survation,Daily Star,,,2013-11-22,,0.29,0.36,0.1,0.18,,,
ComRes,Independent,,,2013-11-24,,0.32,0.37,0.09,0.11,,,
Populus,,,,2013-11-24,,0.34,0.39,0.12,0.07,,,
YouGov,Sun,,,2013-11-25,,0.32,0.4,0.1,0.12,,,
YouGov,Sun,,,2013-11-26,,0.32,0.39,0.1,0.12,,,
YouGov,Sun,,,2013-11-27,,0.32,0.39,0.1,0.13,,,
YouGov,Sun,,,2013-11-28,,0.33,0.39,0.08,0.14,,,
Populus,,,,2013-11-28,,0.35,0.38,0.12,0.07,,,
YouGov,Sunday Times,,,2013-11-29,,0.3,0.38,0.1,0.15,,,
Opinium,Observer,,,2013-11-29,,0.28,0.35,0.08,0.19,,,
Populus,,,,2013-12-01,,0.33,0.4,0.1,0.09,,,
YouGov,Sun,,,2013-12-02,,0.32,0.38,0.1,0.12,,,
YouGov,Sun,,,2013-12-03,,0.32,0.4,0.09,0.12,,,
YouGov,Sun,,,2013-12-04,,0.34,0.4,0.1,0.1,,,
YouGov,Sun,,,2013-12-05,,0.29,0.41,0.09,0.14,,,
Populus,,,,2013-12-05,,0.34,0.38,0.13,0.07,,,
YouGov,Sunday Times,,,2013-12-06,,0.34,0.39,0.1,0.11,,,
ICM,Guardian,,,2013-12-08,,0.32,0.37,0.12,0.09,,,
Populus,,,,2013-12-08,,0.33,0.41,0.11,0.07,,,
YouGov,Sun,,,2013-12-09,,0.33,0.38,0.1,0.13,,,
Ipsos MORI,Evening Standard,,,2013-12-09,,0.33,0.37,0.09,0.1,,,
YouGov,Sun,,,2013-12-10,,0.34,0.39,0.09,0.12,,,
YouGov,Sun,,,2013-12-11,,0.33,0.39,0.09,0.13,,,
YouGov,Sun,,,2013-12-12,,0.35,0.39,0.09,0.11,,,
Populus,,,,2013-12-12,,0.33,0.38,0.13,0.09,,,
Opinium,Observer,,,2013-12-13,,0.3,0.37,0.08,0.16,,,
YouGov,Sunday Times,,,2013-12-13,,0.32,0.38,0.09,0.13,,,
ComRes,Independent on Sunday,,,2013-12-13,,0.29,0.36,0.08,0.18,,,
Populus,,,,2013-12-15,,0.33,0.4,0.13,0.08,,,
ComRes,Independent,,,2013-12-15,,0.32,0.37,0.09,0.1,,,
YouGov,Sun,,,2013-12-16,,0.36,0.38,0.08,0.11,,,
YouGov,Sun,,,2013-12-17,,0.33,0.41,0.08,0.13,,,
YouGov,Sun,,,2013-12-18,,0.34,0.38,0.1,0.11,,,
YouGov,Sun,,,2013-12-19,,0.34,0.39,0.11,0.12,,,
Populus,,,,2013-12-19,,0.32,0.4,0.12,0.08,,,
YouGov,Sunday Times,,,2013-12-20,,0.34,0.4,0.09,0.11,,,
Populus,,,,2013-12-22,,0.35,0.37,0.12,0.09,,,
Opinium,Observer,,,2014-01-02,,0.3,0.37,0.08,0.17,,,
Survation,Mail on Sunday,,,2014-01-03,,0.31,0.35,0.11,0.16,,,
YouGov,Sun,,,2014-01-06,,0.32,0.4,0.09,0.12,,,
YouGov,Sun,,,2014-01-07,,0.32,0.37,0.1,0.14,,,
YouGov,Sun,,,2014-01-08,,0.32,0.38,0.09,0.13,,,
YouGov,Sun,,,2014-01-09,,0.32,0.38,0.09,0.13,,,
Populus,,,,2014-01-09,,0.33,0.4,0.11,0.08,,,
YouGov,Sunday Times,,,2014-01-10,,0.31,0.4,0.09,0.14,,,
Populus,,,,2014-01-11,,0.33,0.38,0.12,0.09,,,
ICM,Guardian,,,2014-01-12,,0.32,0.35,0.14,0.1,,,
YouGov,Sun,,,2014-01-13,,0.33,0.38,0.11,0.12,,,
YouGov,Sun,,,2014-01-14,,0.34,0.37,0.09,0.13,,,
Ipsos MORI,Evening Standard,,,2014-01-14,,0.3,0.39,0.13,0.11,,,
YouGov,Sun,,,2014-01-15,,0.33,0.39,0.1,0.12,,,
Survation,Sky News,,,2014-01-15,,0.3,0.34,0.12,0.18,,,
Populus,,,,2014-01-16,,0.33,0.4,0.13,0.09,,,
YouGov,Sun,,,2014-01-16,,0.32,0.39,0.1,0.12,,,
ComRes,Independent on Sunday,,,2014-01-16,,0.3,0.35,0.08,0.19,,,
Opinium,Observer,,,2014-01-16,,0.3,0.36,0.08,0.17,,,
YouGov,Sunday Times,,,2014-01-17,,0.33,0.39,0.08,0.13,,,
Populus,,,,2014-01-19,,0.32,0.39,0.12,0.09,,,
YouGov,Sun,,,2014-01-20,,0.32,0.4,0.11,0.12,,,
YouGov,Sun,,,2014-01-21,,0.34,0.38,0.09,0.13,,,
YouGov,Sun,,,2014-01-22,,0.32,0.4,0.08,0.12,,,
YouGov,Sun,,,2014-01-23,,0.35,0.38,0.08,0.12,,,
Populus,,,,2014-01-23,,0.32,0.4,0.11,0.09,,,
YouGov,Sunday Times,,,2014-01-24,,0.32,0.39,0.09,0.13,,,
Populus,,,,2014-01-26,,0.33,0.4,0.11,0.08,,,
ComRes,Independent,,,2014-01-26,,0.32,0.33,0.09,0.14,,,
YouGov,Sun,,,2014-01-27,,0.35,0.37,0.09,0.13,,,
YouGov,Sun,,,2014-01-28,,0.34,0.37,0.09,0.12,,,
YouGov,Sun,,,2014-01-29,,0.35,0.38,0.1,0.11,,,
YouGov,Sun,,,2014-01-30,,0.32,0.42,0.08,0.12,,,
Populus,,,,2014-01-30,,0.32,0.39,0.11,0.1,,,
YouGov,Sunday Times,,,2014-01-31,,0.34,0.39,0.08,0.11,,,
Opinium,Observer,,,2014-01-31,,0.29,0.36,0.08,0.17,,,
Populus,,,,2014-02-02,,0.32,0.41,0.11,0.09,,,
YouGov,Sun,,,2014-02-03,,0.33,0.38,0.11,0.11,,,
Ipsos MORI,Evening Standard,,,2014-02-03,,0.31,0.38,0.12,0.1,,,
YouGov,Sun,,,2014-02-04,,0.33,0.39,0.08,0.13,,,
YouGov,Sun,,,2014-02-05,,0.35,0.39,0.09,0.1,,,
YouGov,Sun,,,2014-02-06,,0.32,0.38,0.1,0.14,,,
Populus,,,,2014-02-06,,0.33,0.36,0.09,0.15,,,
YouGov,Sunday Times,,,2014-02-07,,0.35,0.39,0.1,0.1,,,
ICM,Guardian,,,2014-02-09,,0.34,0.38,0.1,0.11,,,
Populus,,,,2014-02-09,,0.34,0.36,0.11,0.12,,,
YouGov,Sun,,,2014-02-10,,0.33,0.39,0.1,0.12,,,
YouGov,Sun,,,2014-02-11,,0.34,0.39,0.1,0.11,,,
YouGov,Sun,,,2014-02-12,,0.32,0.39,0.08,0.13,,,
YouGov,Sun,,,2014-02-13,,0.33,0.39,0.09,0.12,,,
Populus,,,,2014-02-13,,0.32,0.38,0.09,0.14,,,
YouGov,Sunday Times,,,2014-02-14,,0.32,0.39,0.09,0.12,,,
Opinium,Observer,,,2014-02-14,,0.28,0.37,0.08,0.17,,,
ComRes,Independent on Sunday,,,2014-02-16,,0.32,0.37,0.09,0.15,,,
Populus,,,,2014-02-16,,0.33,0.38,0.1,0.13,,,
YouGov,Sun,,,2014-02-17,,0.33,0.4,0.09,0.11,,,
YouGov,Sun,,,2014-02-18,,0.33,0.4,0.08,0.12,,,
YouGov,Sun,,,2014-02-19,,0.33,0.37,0.1,0.12,,,
YouGov,Sun,,,2014-02-20,,0.34,0.39,0.09,0.12,,,
Populus,,,,2014-02-20,,0.32,0.38,0.09,0.13,,,
YouGov,Sunday Times,,,2014-02-21,,0.32,0.39,0.08,0.12,,,
Populus,,,,2014-02-23,,0.32,0.37,0.1,0.15,,,
YouGov,Sun,,,2014-02-24,,0.33,0.38,0.1,0.13,,,
YouGov,Sun,,,2014-02-25,,0.33,0.39,0.1,0.11,,,
YouGov,Sun,,,2014-02-26,,0.34,0.4,0.1,0.11,,,
YouGov,Sun,,,2014-02-27,,0.34,0.39,0.08,0.12,,,
Populus,,,,2014-02-27,,0.33,0.38,0.09,0.13,,,
Opinium,Observer,,,2014-02-28,,0.29,0.34,0.1,0.19,,,
YouGov,Sunday Times,,,2014-02-28,,0.34,0.38,0.09,0.12,,,
ComRes,Independent,,,2014-03-02,,0.3,0.38,0.1,0.11,,,
Populus,,,,2014-03-02,,0.34,0.37,0.1,0.12,,,
YouGov,Sun,,,2014-03-03,,0.32,0.41,0.08,0.12,,,
YouGov,Sun,,,2014-03-04,,0.34,0.38,0.09,0.13,,,
YouGov,Sun,,,2014-03-05,,0.34,0.37,0.1,0.11,,,
YouGov,Sun,,,2014-03-06,,0.31,0.4,0.09,0.13,,,
Populus,,,,2014-03-06,,0.34,0.37,0.09,0.12,,,
YouGov,Sunday Times,,,2014-03-07,,0.32,0.39,0.1,0.14,,,
Populus,,,,2014-03-09,,0.34,0.38,0.09,0.12,,,
YouGov,Sun,,,2014-03-10,,0.32,0.39,0.08,0.13,,,
ICM,Guardian,,,2014-03-11,,0.35,0.38,0.12,0.09,,,
YouGov,Sun,,,2014-03-11,,0.34,0.38,0.1,0.12,,,
YouGov,Sun,,,2014-03-12,,0.35,0.37,0.09,0.13,,,
Ipsos MORI,Evening Standard,,,2014-03-12,,0.32,0.35,0.13,0.11,,,
Opinium,Observer,,,2014-03-12,,0.3,0.35,0.1,0.16,,,
YouGov,Sun,,,2014-03-13,,0.33,0.38,0.11,0.1,,,
Populus,,,,2014-03-13,,0.34,0.35,0.1,0.13,,,
ComRes,Independent on Sunday,,,2014-03-13,,0.32,0.35,0.09,0.16,,,
YouGov,Sunday Times,,,2014-03-14,,0.33,0.4,0.08,0.12,,,
Populus,,,,2014-03-16,,0.32,0.36,0.1,0.13,,,
YouGov,Sun,,,2014-03-17,,0.32,0.4,0.09,0.11,,,
YouGov,Sun,,,2014-03-18,,0.34,0.38,0.11,0.11,,,
YouGov,Sun,,,2014-03-19,,0.33,0.38,0.11,0.11,,,
YouGov,Sun,,,2014-03-20,,0.34,0.39,0.1,0.1,,,
Populus,,,,2014-03-20,,0.34,0.38,0.09,0.12,,,
Survation,Mail on Sunday,,,2014-03-21,,0.34,0.35,0.09,0.15,,,
YouGov,Sunday Times,,,2014-03-21,,0.36,0.37,0.09,0.11,,,
ComRes,Independent on Sunday,,,2014-03-23,,0.31,0.36,0.09,0.11,,,
Populus,,,,2014-03-23,,0.34,0.35,0.1,0.13,,,
YouGov,Sun,,,2014-03-24,,0.36,0.38,0.1,0.1,,,
YouGov,Sun,,,2014-03-25,,0.35,0.38,0.1,0.1,,,
YouGov,Sun,,,2014-03-26,,0.35,0.37,0.09,0.11,,,
YouGov,Sun,,,2014-03-27,,0.35,0.36,0.1,0.11,,,
YouGov,Sunday Times,,,2014-03-28,,0.33,0.4,0.09,0.11,,,
Populus,,,,2014-03-28,,0.35,0.37,0.08,0.12,,,
Opinium,Observer,,,2014-03-28,,0.32,0.33,0.1,0.15,,,
Populus,,,,2014-03-30,,0.34,0.37,0.1,0.11,,,
YouGov,Sun,,,2014-03-31,,0.34,0.37,0.11,0.13,,,
YouGov,Sun,,,2014-04-01,,0.33,0.37,0.1,0.12,,,
YouGov,Sun,,,2014-04-02,,0.32,0.38,0.1,0.13,,,
YouGov,Sun,,,2014-04-03,,0.32,0.38,0.1,0.13,,,
YouGov,Sunday Times,,,2014-04-04,,0.34,0.39,0.09,0.12,,,
Populus,,,,2014-04-06,,0.34,0.37,0.09,0.14,,,
YouGov,Sun,,,2014-04-07,,0.33,0.36,0.1,0.14,,,
Ipsos MORI,Evening Standard,,,2014-04-07,,0.31,0.37,0.09,0.15,,,
YouGov,Sun,,,2014-04-08,,0.33,0.37,0.1,0.13,,,
YouGov,Sun,,,2014-04-09,,0.33,0.36,0.1,0.14,,,
Opinium,Observer,,,2014-04-10,,0.3,0.36,0.07,0.18,,,
YouGov,Sun,,,2014-04-10,,0.32,0.38,0.08,0.14,,,
ComRes,Independent on Sunday,,,2014-04-10,,0.29,0.35,0.07,0.2,,,
Populus,,,,2014-04-10,,0.34,0.35,0.11,0.12,,,
YouGov,Sunday Times,,,2014-04-11,,0.32,0.38,0.08,0.14,,,
ComRes,Independent,,,2014-04-13,,0.3,0.36,0.09,0.12,,,
ICM,Guardian,,,2014-04-13,,0.32,0.37,0.12,0.11,,,
Populus,,,,2014-04-13,,0.33,0.35,0.11,0.13,,,
YouGov,Sun,,,2014-04-14,,0.33,0.38,0.09,0.12,,,
YouGov,Sun,,,2014-04-15,,0.34,0.37,0.1,0.13,,,
YouGov,Sun,,,2014-04-16,,0.33,0.39,0.09,0.11,,,
Populus,,,,2014-04-16,,0.34,0.35,0.09,0.14,,,
YouGov,Sun,,,2014-04-17,,0.33,0.35,0.11,0.15,,,
Populus,,,,2014-04-21,,0.33,0.36,0.1,0.13,,,
YouGov,Sun,,,2014-04-22,,0.34,0.37,0.1,0.12,,,
YouGov,Sun,,,2014-04-23,,0.32,0.37,0.1,0.15,,,
YouGov,Sun,,,2014-04-24,,0.32,0.38,0.08,0.14,,,
Populus,,,,2014-04-24,,0.35,0.35,0.09,0.13,,,
YouGov,Sunday Times,,,2014-04-25,,0.31,0.36,0.09,0.15,,,
Opinium,Observer,,,2014-04-25,,0.32,0.34,0.07,0.18,,,
Populus,,,,2014-04-27,,0.32,0.35,0.1,0.15,,,
YouGov,Sun,,,2014-04-28,,0.32,0.37,0.1,0.15,,,
YouGov,Sun,,,2014-04-29,,0.32,0.37,0.09,0.14,,,
YouGov,Sun,,,2014-04-30,,0.31,0.37,0.09,0.15,,,
YouGov,Sun,,,2014-05-01,,0.33,0.36,0.1,0.14,,,
YouGov,Sun on Sunday,,,2014-05-01,,0.33,0.36,0.1,0.15,,,
Populus,,,,2014-05-01,,0.34,0.35,0.09,0.14,,,
YouGov,Sunday Times,,,2014-05-02,,0.33,0.36,0.09,0.15,,,
Survation,Mirror,,,2014-05-03,,0.33,0.34,0.08,0.18,,,
Populus,,,,2014-05-05,,0.33,0.36,0.08,0.14,,,
YouGov,Sun,,,2014-05-06,,0.34,0.35,0.09,0.14,,,
YouGov,Sun,,,2014-05-07,,0.34,0.37,0.08,0.13,,,
YouGov,Sun,,,2014-05-08,,0.34,0.35,0.08,0.13,,,
Populus,,,,2014-05-08,,0.32,0.36,0.08,0.16,,,
Opinium,,,,2014-05-08,,0.29,0.33,0.09,0.2,,,
YouGov,Sunday Times,,,2014-05-09,,0.31,0.38,0.09,0.13,,,
Survation,Mail on Sunday,,,2014-05-09,,0.28,0.34,0.1,0.2,,,
Ashcroft,,,,2014-05-11,,0.34,0.32,0.09,0.15,,,
Populus,,,,2014-05-11,,0.35,0.36,0.08,0.13,,,
ICM,Guardian,,,2014-05-11,,0.33,0.31,0.13,0.15,,,
YouGov,Sun,,,2014-05-12,,0.35,0.36,0.09,0.14,,,
Ipsos MORI,Evening Standard,,,2014-05-12,,0.31,0.34,0.09,0.11,,,
YouGov,Sun,,,2014-05-13,,0.34,0.34,0.08,0.15,,,
YouGov,Sun,,,2014-05-14,,0.32,0.35,0.1,0.13,,,
YouGov,Sun,,,2014-05-15,,0.34,0.36,0.08,0.13,,,
Populus,,,,2014-05-15,,0.32,0.36,0.1,0.13,,,
ComRes,Independent on Sunday,,,2014-05-15,,0.29,0.33,0.08,0.19,,,
YouGov,Sunday Times,,,2014-05-16,,0.34,0.37,0.09,0.13,,,
Ashcroft,,,,2014-05-18,,0.29,0.35,0.09,0.14,,,
ComRes,Independent,,,2014-05-18,,0.3,0.35,0.08,0.14,,,
Populus,,,,2014-05-18,,0.35,0.34,0.08,0.14,,,
YouGov,Sun,,,2014-05-19,,0.33,0.37,0.09,0.11,,,
Survation,Mirror,,,2014-05-20,,0.28,0.35,0.08,0.21,,,
YouGov,Sun,,,2014-05-20,,0.33,0.35,0.11,0.13,,,
YouGov,Sun,,,2014-05-21,,0.33,0.36,0.09,0.13,,,
YouGov,Sun,,,2014-05-22,,0.34,0.34,0.09,0.14,,,
Populus,,,,2014-05-22,,0.34,0.36,0.09,0.14,,,
YouGov,Sunday Times,,,2014-05-23,,0.34,0.35,0.09,0.13,,,
Opinium,Observer,,,2014-05-23,,0.32,0.33,0.07,0.19,,,
Ashcroft,,,,2014-05-25,,0.29,0.31,0.08,0.17,,,
Populus,,,,2014-05-26,,0.34,0.36,0.09,0.14,,,
YouGov,Sun,,,2014-05-27,,0.32,0.34,0.08,0.15,,,
YouGov,Sun,,,2014-05-28,,0.32,0.36,0.09,0.14,,,
YouGov,Sun,,,2014-05-29,,0.31,0.38,0.07,0.16,,,
Populus,,,,2014-05-29,,0.34,0.35,0.09,0.14,,,
YouGov,Sunday Times,,,2014-05-30,,0.33,0.36,0.07,0.15,,,
Ashcroft,,,,2014-06-01,,0.25,0.34,0.06,0.19,,,
Populus,,,,2014-06-01,,0.32,0.37,0.1,0.13,,,
YouGov,Sun,,,2014-06-02,,0.3,0.36,0.08,0.17,,,
YouGov,Sun,,,2014-06-03,,0.32,0.36,0.08,0.14,,,
YouGov,Sun,,,2014-06-04,,0.32,0.37,0.07,0.13,,,
YouGov,Sun,,,2014-06-05,,0.31,0.37,0.08,0.15,,,
Opinium,Observer,,,2014-06-05,,0.31,0.35,0.06,0.19,,,
YouGov,Sunday Times,,,2014-06-06,,0.33,0.37,0.07,0.14,,,
Populus,,,,2014-06-06,,0.34,0.35,0.09,0.14,,,
Ashcroft,,,,2014-06-08,,0.28,0.32,0.08,0.17,,,
Populus,,,,2014-06-08,,0.35,0.36,0.09,0.14,,,
YouGov,Sun,,,2014-06-09,,0.31,0.37,0.07,0.15,,,
YouGov,Sun,,,2014-06-10,,0.35,0.37,0.08,0.12,,,
YouGov,Sun,,,2014-06-11,,0.34,0.36,0.06,0.14,,,
YouGov,Sun,,,2014-06-12,,0.32,0.38,0.08,0.12,,,
Kantar TNS,,,,2014-06-12,,0.29,0.35,0.06,0.23,,,
YouGov,Sun on Sunday,,,2014-06-12,,0.33,0.36,0.08,0.14,,,
Populus,,,,2014-06-12,,0.32,0.35,0.08,0.15,,,
ComRes,Independent on Sunday,,,2014-06-13,,0.32,0.34,0.07,0.18,,,
YouGov,Sunday Times,,,2014-06-13,,0.33,0.37,0.08,0.13,,,
Ashcroft,,,,2014-06-15,,0.29,0.35,0.08,0.15,,,
Populus,,,,2014-06-15,,0.33,0.37,0.09,0.13,,,
ICM,Guardian,,,2014-06-15,,0.31,0.32,0.1,0.16,,,
YouGov,Sun,,,2014-06-16,,0.32,0.36,0.1,0.14,,,
YouGov,Sun,,,2014-06-17,,0.34,0.37,0.07,0.13,,,
Ipsos MORI,Evening Standard,,,2014-06-17,,0.31,0.34,0.08,0.14,,,
YouGov,Sun,,,2014-06-18,,0.34,0.38,0.07,0.13,,,
YouGov,Sun,,,2014-06-19,,0.33,0.37,0.08,0.15,,,
Populus,,,,2014-06-19,,0.34,0.36,0.08,0.13,,,
Opinium,Observer,,,2014-06-19,,0.31,0.35,0.07,0.17,,,
YouGov,Sunday Times,,,2014-06-20,,0.32,0.38,0.08,0.14,,,
Ashcroft,,,,2014-06-22,,0.28,0.33,0.09,0.17,,,
Populus,,,,2014-06-22,,0.32,0.37,0.09,0.13,,,
YouGov,Sun,,,2014-06-23,,0.32,0.36,0.09,0.15,,,
YouGov,Sun,,,2014-06-24,,0.33,0.36,0.08,0.15,,,
YouGov,Sun,,,2014-06-25,,0.32,0.37,0.07,0.14,,,
YouGov,Sun,,,2014-06-26,,0.33,0.38,0.08,0.13,,,
Populus,,,,2014-06-26,,0.34,0.35,0.08,0.13,,,
YouGov,Sunday Times,,,2014-06-27,,0.33,0.37,0.08,0.14,,,
Survation,Mail on Sunday,,,2014-06-27,,0.27,0.36,0.07,0.22,,,
Populus,,,,2014-06-29,,0.33,0.37,0.1,0.12,,,
Ashcroft,,,,2014-06-29,,0.33,0.31,0.09,0.15,,,
ComRes,Independent,,,2014-06-29,,0.3,0.32,0.07,0.18,,,
YouGov,Sun,,,2014-06-30,,0.35,0.37,0.08,0.12,,,
YouGov,Sun,,,2014-07-01,,0.33,0.38,0.08,0.11,,,
YouGov,Sun,,,2014-07-02,,0.35,0.37,0.08,0.12,,,
YouGov,Sun,,,2014-07-03,,0.35,0.36,0.08,0.12,,,
Opinium,,,,2014-07-03,,0.29,0.35,0.07,0.18,,,
Populus,,,,2014-07-03,,0.34,0.35,0.09,0.14,,,
YouGov,Sunday Times,,,2014-07-04,,0.34,0.36,0.08,0.13,,,
YouGov,Sun on Sunday,,,2014-07-04,,0.35,0.37,0.08,0.12,,,
Ashcroft,,,,2014-07-06,,0.27,0.34,0.11,0.15,,,
Populus,,,,2014-07-06,,0.31,0.38,0.09,0.14,,,
YouGov,Sun,,,2014-07-07,,0.34,0.37,0.09,0.13,,,
YouGov,Sun,,,2014-07-08,,0.31,0.38,0.08,0.12,,,
YouGov,Sun,,,2014-07-09,,0.32,0.36,0.1,0.12,,,
YouGov,Sun,,,2014-07-10,,0.34,0.37,0.08,0.12,,,
Populus,,,,2014-07-10,,0.34,0.36,0.08,0.12,,,
YouGov,Sunday Times,,,2014-07-11,,0.33,0.38,0.09,0.12,,,
ICM,Guardian,,,2014-07-13,,0.34,0.33,0.12,0.09,,,
Populus,,,,2014-07-13,,0.34,0.37,0.09,0.12,,,
Ashcroft,,,,2014-07-13,,0.32,0.36,0.07,0.14,,,
YouGov,Sun,,,2014-07-14,,0.35,0.38,0.08,0.1,,,
YouGov,Sun,,,2014-07-15,,0.34,0.38,0.06,0.14,,,
Ipsos MORI,Evening Standard,,,2014-07-15,,0.32,0.35,0.08,0.12,,,
YouGov,Sun,,,2014-07-16,,0.33,0.36,0.09,0.13,,,
YouGov,Sun,,,2014-07-17,,0.32,0.39,0.08,0.13,,,
Populus,,,,2014-07-17,,0.35,0.35,0.08,0.14,,,
Opinium,Observer,,,2014-07-17,,0.3,0.34,0.09,0.17,,,
Kantar TNS,,,,2014-07-17,,0.29,0.36,0.07,0.19,,,
YouGov,Sunday Times,,,2014-07-18,,0.32,0.37,0.09,0.13,,,
ComRes,Independent on Sunday,,,2014-07-18,,0.31,0.34,0.09,0.15,,,
Ashcroft,,,,2014-07-20,,0.27,0.35,0.07,0.17,,,
Populus,,,,2014-07-20,,0.32,0.37,0.09,0.13,,,
YouGov,Sun,,,2014-07-21,,0.34,0.38,0.09,0.11,,,
YouGov,Sun,,,2014-07-22,,0.34,0.37,0.07,0.14,,,
YouGov,Sun,,,2014-07-23,,0.34,0.38,0.08,0.12,,,
YouGov,Sun,,,2014-07-24,,0.35,0.38,0.08,0.11,,,
Populus,,,,2014-07-24,,0.35,0.37,0.09,0.09,,,
YouGov,Sunday Times,,,2014-07-25,,0.35,0.36,0.08,0.13,,,
ComRes,Independent,,,2014-07-27,,0.27,0.33,0.08,0.17,,,
Populus,,,,2014-07-27,,0.33,0.37,0.09,0.12,,,
Ashcroft,,,,2014-07-27,,0.32,0.34,0.09,0.14,,,
YouGov,Sun,,,2014-07-28,,0.33,0.39,0.08,0.12,,,
YouGov,Sun,,,2014-07-29,,0.34,0.35,0.08,0.12,,,
YouGov,Sun,,,2014-07-30,,0.35,0.37,0.08,0.12,,,
YouGov,Sun,,,2014-07-31,,0.34,0.38,0.08,0.13,,,
Populus,,,,2014-07-31,,0.35,0.36,0.08,0.13,,,
YouGov,Sunday Times,,,2014-08-01,,0.35,0.38,0.07,0.12,,,
Opinium,Observer,,,2014-08-01,,0.32,0.35,0.07,0.15,,,
